"datei_alt","einheit_source","test_that_titel","zeile_von","zeile_bis","funktionen","einheit_vorschlag","ziel_final","bemerkung"
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","generate_static_site nimmt eine benannte Ergebnisliste",80,102,"league_views generate_static_site","league_views","generate_static_site",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","die alte Aufrufform funktioniert unveraendert weiter",104,119,"generate_static_site","generate_static_site","generate_static_site",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","beide Aufrufformen erzeugen dieselben Seiten",121,146,"generate_static_site","generate_static_site","generate_static_site",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","die Fallback-Seite greift bei leerer Ergebnisliste",148,162,"generate_static_site","generate_static_site","generate_static_site",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","eine fehlende Liga wird uebersprungen und benannt",164,188,"generate_static_site","generate_static_site","generate_static_site",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","der Loop holt die Ligen aus der Registry, in Registry-Reihenfolge",256,265,"league_ids","league_registry","update_all_leagues_loop",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","der Loop uebergibt die Ergebnisse als benannte Liste",267,301,"rl_aufstiegsprognose has_promotion_restriction league_registry active_league_keys league_views .ergebnis_objektname","league_registry","update_all_leagues_loop",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","league_data behaelt seine Schluessel und Reihenfolge",303,312,"league_views active_league_keys","league_registry","update_all_leagues_loop",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","Loop 1 simuliert jede Liga plus den Aufstiegslauf",314,325,"league_ids","league_registry","update_all_leagues_loop",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","league_ids liefert zehn Ligen in Registry-Reihenfolge",267,278,"league_ids","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","active_league_keys nennt die fuenf Regionalligen mit",280,289,"active_league_keys active_leagues","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","jede Regionalliga traegt active = TRUE",291,298,"league_registry","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die nav_group ordnet die zehn Ligen drei Gruppen zu",300,312,"league_registry","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Regionalligen behalten das Herren-Tormodell",314,325,"goal_model league_family","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","aus den Regionalligen duerfen Zweitvertretungen nicht aufsteigen",327,335,"has_promotion_restriction","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Registry und AUFSTIEGSROTATION sagen dasselbe ueber 2026/27",337,355,"league_registry rl_aufstiegs_slots","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Nord und Bayern haben 2026/27 exakt null Direktaufstiegsplaetze",357,371,"league_registry","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","nur Bayern traegt Relegationsplaetze nach unten",373,383,"league_registry","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","league_views kennt zehn Ligen in Registry-Reihenfolge",389,398,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","league_views und Registry stimmen in Schluesseln und Slugs ueberein",400,411,"league_registry league_views","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Regionalliga-Slugs und nav_labels sind die der Registry",413,425,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","jede Regionalliga liest Heatmap und Panels aus eigenen Objekten",427,440,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Nordost, West und SuedWest zeigen oben eine Aufstiegsspalte",444,463,"league_views render_panel_table","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","bei den Direktaufsteigern sind Meister und Aufstieg wirklich gleich",465,490,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Nord und Bayern zeigen oben Meister UND Aufstieg getrennt",492,504,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","bei Nord und Bayern ist nur die Aufstiegsspalte berechnet",506,521,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","P(Aufstieg) ist fuer Nord und Bayern strikt kleiner als P(Meister)",523,555,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","keine Regionalliga stellt den Abstieg als feste Platzgruppe dar",559,596,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Altligen und Frauen-Ligen behalten ihre Platzgruppen",598,613,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","vier Staffeln weisen unten nur den Abstieg aus",615,621,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Bayern weist unten zwei getrennte Baender aus",623,635,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Abstiegsspalten heissen wie die Spalten von rl_abstiegsprognose",637,664,"rl_abstiegsprognose league_views","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Abstiegsgrenze von Nord verschiebt sich mit der 3. Liga",666,694,"rl_abstiegsprognose","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","West bleibt bei jeder Auszaehlung der 3. Liga bei vier Absteigern",696,725,"rl_abstiegsprognose","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Nordost kann rechnerisch nie mehr als zwei Absteiger haben",727,752,"rl_abstiegsprognose","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Summe der Abstiegswahrscheinlichkeiten ist E[Absteigerzahl]",756,800,"absteiger_verteilung abstiegsplaetze rl_abstiegsprognose","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Invariante haelt auch bei ungleichverteilter Prognose",802,834,"absteiger_verteilung abstiegsplaetze rl_abstiegsprognose","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Bayern summiert exakt auf zwei Absteiger und zwei Releganten",836,870,"rl_abstiegsprognose","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Bayerns Relegation trifft die zwei Plaetze VOR den Absteigern",872,899,"rl_abstiegsprognose","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections",".nav_groups ordnet die Gruppen nach NAV_GRUPPEN_REIHENFOLGE",905,926,"league_ids .nav_groups","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","eine unbekannte nav_group faellt ans Ende, statt zu verschwinden",928,939,".nav_gruppen_sortiert","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","jede Liga steht in genau der Gruppe ihrer Registry",941,959,".nav_groups","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","das Navigations-HTML ordnet die RL-Links der Regionalliga-Zeile zu",961,999,".nav_html","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Anzeigereihenfolge laesst die Abrufreihenfolge unberuehrt",1001,1020,"league_ids league_views","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Methodik bleibt eine eigene, gruppenlose Zeile",1022,1035,".nav_html","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","generate_static_site schreibt zehn Liga-Seiten und die Methodik",1078,1096,"generate_static_site","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","jede Regionalliga-Seite traegt ihren eigenen Titel",1098,1121,"generate_static_site","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Bayern-Seite zeigt Relegation und Abstieg als zwei Spalten",1123,1150,"generate_static_site","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Nord-Seite zeigt oben Meister und Aufstieg nebeneinander",1152,1177,"generate_static_site","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die berechnete Abstiegsspalte landet unveraendert in der Tabelle",1179,1201,"generate_static_site","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Aufstiegsseite steht in der Regionalliga-Gruppe der Navigation",1290,1308,".nav_groups","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Aufstiegsseite wird mitgerendert und traegt ihren Titel",1310,1326,"generate_static_site","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Aufstiegstabelle traegt genau vier Spalten",1330,1337,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Aufstiegsseite deckt alle fuenf Staffeln ab",1339,1347,"league_views","league_views","league_views",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","bei den Direktaufsteigern sind Meister und Aufstieg exakt gleich",1351,1363,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Siegquote der Direktaufsteiger ist exakt eins, wo es einen Meister gibt",1365,1381,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Siegquote von Nord und Bayern liegt strikt zwischen null und eins",1385,1403,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Siegquote ist wirklich die ausintegrierte Zweikampfquote",1405,1436,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","ohne Meisterchance ist die Aufstiegschance exakt null",1438,1453,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Siegquote bleibt leer, wo es keine Meisterchance gibt",1455,1470,".siegquote prozent","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die gerenderte Seite laesst die Zelle ohne Meisterchance leer",1472,1490,"generate_static_site","generate_static_site","generate_static_site",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Nord und Bayern stellen zusammen genau einen Aufsteiger",1494,1523,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","jede Direktaufsteiger-Staffel stellt genau einen Aufsteiger",1525,1535,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","ueber alle fuenf Staffeln steigen genau vier Teams auf",1537,1554,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Seite folgt einer injizierten Rotation statt der verdrahteten Paarung",1558,1582,"aufstiegsmodus","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Aufstiegsprognose folgt der injizierten Rotation",1584,1615,"rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","eine unbekannte Saison bricht ab, statt die Paarung zu raten",1617,1632,"aufstiegsmodus rl_aufstiegsprognose","rl_aufstieg","rl_aufstieg",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die Aufstiegsseite verdrahtet keine Staffelnamen im Renderer",1634,1651,"","","waechter-quelltext","Meta-Block: Staffelnamen im Generator"
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die echten RL-Spielplaene 2025 liegen in der teams_range",1677,1691,"league_teams_range","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die TeamList fuehrt weit mehr Eintraege als eine Staffel Teams hat",1693,1710,"league_teams_range","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","die teams_range traegt jede belegte RL-Saison seit 2019",1712,1731,"league_teams_range","league_registry","league_registry",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","der Rundenfilter behaelt alle Hauptrundenspiele der fuenf RL",1748,1768,"is_regular_season_round","round_filter","round_filter",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Liga 84 ueberlebt den Sprachwechsel Nord -> North",1770,1794,"is_regular_season_round","round_filter","round_filter",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Liga 86 ueberlebt den Umlaut in Suedwest",1796,1805,"is_regular_season_round","round_filter","round_filter",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","Liga 83 verwirft die Relegationsrunde und behaelt den Rest",1807,1820,"is_regular_season_round","round_filter","round_filter",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","assert_rounds_kept schuetzt jede der fuenf neuen Ligen",1822,1835,"assert_rounds_kept","round_filter","round_filter",""
"test-phase5-regionalligen.R","league_registry league_views generate_static_site round_filter staffel_zuordnung rl_abstiegskopplung aufstiegsspiele rl_aufstieg render_sections","keine Regionalliga sendet ein eigenes Tormodell",1841,1850,"goal_model_args","league_registry","league_registry",""
"test-preview-site.R","generate_static_site","scripts/preview_site.R existiert und ist syntaktisch valide",6,10,"","generate_static_site","scripts-preview_site",""
"test-preview-site.R","generate_static_site","der Shiny-Preview ist ausgebaut",12,16,"","generate_static_site","scripts-preview_site",""
"test-preview-site.R","generate_static_site","preview_site.R reicht die Objekte aller zehn Ligen durch -- die RL-Seiten entstehen",117,145,"","generate_static_site","scripts-preview_site",""
"test-preview-site.R","generate_static_site","eine alte Fixture mit nur vier Objekten rendert weiterhin (ShinyApp/data/Ergebnis.Rds)",147,171,"","generate_static_site","scripts-preview_site",""
"test-preview-site.R","generate_static_site","eine fehlende Ergebnis-Datei bricht mit klarer Meldung ab, nicht mit einem R-Fehler",173,183,"","generate_static_site","scripts-preview_site",""
"test-rate-limit-header.R","league_registry retrieveResults","vorhandene Header landen vollstaendig in .api_rate_limit",40,62,"api_rate_limit_stand","retrieveResults","retrieveResults-rate-limit-header",""
"test-rate-limit-header.R","league_registry retrieveResults","fehlende Header lassen den letzten Stand unangetastet",64,84,"api_rate_limit_stand","retrieveResults","retrieveResults-rate-limit-header",""
"test-rate-limit-header.R","league_registry retrieveResults","ohne je gesehene Header meldet der Getter NA statt zu scheitern",86,97,"api_rate_limit_stand","retrieveResults","retrieveResults-rate-limit-header",""
"test-rate-limit-header.R","league_registry retrieveResults","der Reset-Rest schrumpft mit der Zeit seit der Messung",99,112,"api_rate_limit_stand","retrieveResults","retrieveResults-rate-limit-header",""
"test-rate-limit-header.R","league_registry retrieveResults","ein abgelaufenes Reset-Fenster geht nicht ins Negative",114,123,"api_rate_limit_stand","retrieveResults","retrieveResults-rate-limit-header",""
"test-rate-limit-takt.R","rate_limit_takt","komfortables Budget laeuft im Idealtakt",33,50,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","knappes Budget streckt den Takt, bis es bis zum Reset reicht",52,89,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","die Streckung deckt das Budget bis zum Reset ab",91,113,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","kleine Aenderungen bewegen den Takt nicht (Hysterese)",115,142,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","grosse Aenderungen bewegen den Takt sehr wohl",144,168,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","der Takt federt zum Ideal zurueck, wenn das Budget wieder reicht",170,186,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","der Takt wird nie schneller als der Idealwert",188,205,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","ein erschoepftes Kontingent liefert die maximale Wartezeit",207,228,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","unter der Stopp-Grenze wird gar nicht mehr abgerufen",230,253,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","auf der Stopp-Grenze wird noch abgerufen",255,271,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","ohne Messwert wird nicht gestoppt",273,289,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","bei komfortablem Budget wird nicht gestoppt",291,304,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","der freie Plan (100 Requests/Tag) laesst sich noch bedienen",306,339,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","die Wartezeit ist nie negativ, nie null und nie unendlich",341,371,"","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","ohne Header-Wert bleibt der bisherige Takt stehen",373,388,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","der harte Mindesttakt wird nie unterschritten",390,406,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","unter der Alarmschwelle meldet der Regler Alarm",410,426,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","ueber der Alarmschwelle meldet der Regler keinen Alarm",428,441,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","die Budget-Zeile nennt Verbrauch, Rest und Reset",445,463,"budget_zeile","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","ohne Header-Werte sagt die Budget-Zeile genau das",465,479,"budget_zeile","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","bei kleinem Kontingent reicht der Horizont ueber das Fensterende hinaus",499,551,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","ohne eigenen Horizont bleibt es beim Reset-Fenster",553,575,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","der Fenster-Horizont deckelt nicht laenger an loops_remaining",577,599,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","fenster_sekunden zaehlt nur Zeit innerhalb des Scheduler-Fensters",602,618,"fenster_sekunden","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","fenster_sekunden vor Fensterbeginn zaehlt erst ab 11:00",620,626,"fenster_sekunden","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","fenster_sekunden liefert 0 fuer nichtige Dauern",628,635,"fenster_sekunden","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","steht der Reset unmittelbar bevor, laeuft der Idealtakt (Vorfall 25.09.)",646,662,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-rate-limit-takt.R","rate_limit_takt","ohne bezahlbare Runde bleibt es auch bei Fenster 0 bei der Drosselung",664,682,"naechste_waittime","rate_limit_takt","rate_limit_takt",""
"test-render-helpers-move.R","render_helpers","render_helpers.R defines its primitives",12,16,"","render_helpers","render_helpers",""
"test-render-helpers-move.R","render_helpers","prozent keeps its boundary behaviour after the move",18,26,"prozent","render_helpers","render_helpers",""
"test-render-helpers-move.R","render_helpers","groupResultsDF sums column ranges and preserves rownames",28,38,"groupResultsDF","render_helpers","render_helpers",""
"test-retrieveResults.R","retrieveResults","retrieveResults meldet Statuscode und Liga per message() bei HTTP-Fehler",29,42,"","retrieveResults","retrieveResults",""
"test-retrieveResults.R","retrieveResults","retrieveResults meldet die Liga auch bei leerer Antwort (200, kein response)",44,58,"","retrieveResults","retrieveResults",""
"test-rl-abstiegskopplung.R","league_registry staffel_zuordnung rl_abstiegskopplung","Kernformel: 30/30/20/10 auf den letzten vier Plaetzen ergibt 77,8 %",147,170,"abstiegswahrscheinlichkeit","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-rl-abstiegskopplung.R","league_registry staffel_zuordnung rl_abstiegskopplung","Kernformel: ein um einen Platz verrutschtes Gewicht ergibt eine andere Zahl",172,190,"abstiegswahrscheinlichkeit","rl_abstiegskopplung","rl_abstiegskopplung",""
"test-rl-abstiegskopplung.R","league_registry staffel_zuordnung rl_abstiegskopplung","Kernformel: Wahrscheinlichkeit exakt 0 und exakt 1 fuer einen Platz",192,210,"abstiegswahrscheinlichkeit","rl_abstiegskopplung","rl_abstiegskopplung",""
